BTC,Gold,Oil
-9.000800881,0.000666765,0.009858483
0.538611926,0.000296494,-0.003459663
-10.31181029,0.002295616,-0.000943396
-3.810387966,-0.002661934,-0.025745683
3.684536173,-0.00756396,0.022903226
-11.03428711,-0.00913037,0.034913112
-15.15894274,0.005203228,0.018752859
10.26726209,-0.006906907,0.004794007
-0.731807363,-0.004757589,0.00312593
2.434794052,0.004097117,-0.015169542
11.56099291,-0.003625378,0.001505571
-1.726639582,-0.006990881,0.026844631
-5.508677653,0.000919963,-0.006690909
10.40673031,0.005515128,0.001757984
-4.078400539,0.001447288,0.006156552
10.71823994,-0.001671352,-0.018129079
5.821282161,-0.000304391,0.004428044
1.590758423,-0.00174865,0.002351904
8.699034174,0.007236441,-0.001612667
-5.943358198,-0.000832199,0.006162876
7.498691568,-7.59E-05,-0.019107351
0.483353981,-0.017438319,0.006519484
-6.766103294,0.001085187,0.01108156
-6.015698792,-0.000620059,0.017810219
3.214185654,0.001007752,0.012598425
-4.308837,0.000465008,-0.013851207
-1.078032825,-0.000616238,0.015560314
7.653806048,-0.000848831,0.001825074
2.403255498,0.009090909,-0.010496851
-2.433503113,0.00252738,0.005954069
5.756156519,0.001459069,0.00224877
1.058648621,0.002609163,0.006617854
3.854428711,-0.000995406,-0.0009782
0.44075304,-0.002839601,-0.004469274
-0.529743812,0.000462713,0.010773751
-6.447140986,0.004473928,-0.005514959
-7.525605423,0.000615101,-0.00374428
-6.441574168,0.001614267,-0.015592371
-0.432391252,0.001075847,-0.03920736
-4.981365114,-0.00023015,-0.00118624
8.703886562,-0.003909544,-0.005045259
-4.219091065,0.001308095,-0.012139156
0.204351169,0.003990484,0.020344054
-10.72911476,-0.020981698,-0.017584994
0.696113519,-0.000780579,-0.018786343
0.230797793,-0.001639728,-0.014609648
-5.268765133,-0.002192124,0.008931321
4.677652508,0.00063007,-0.011906579
5.01892783,0.001655368,0.013523897
3.664568162,-0.002593932,-0.003637466
-0.280135938,-0.005839186,0.00823673
-1.822434219,-0.003490678,0.004693414
2.04162844,-0.002074027,0.009544008
-3.94671186,0.004001601,0.004052837
-0.716190476,-0.00933461,-0.028955224
-3.965814024,0,0.022515528
-4.164013267,0.000874612,-0.011394713
1.972802293,-0.002066116,0.017048072
-10.80799567,0.003105837,0.003060912
-3.525026234,-0.00246325,0.040194145
1.223202695,-0.009787539,-0.009745455
-1.574544929,0.003461322,0.034012608
3.566558687,-0.005209586,0.02942841
4.830711342,-0.001047542,0.01632766
-8.225425072,-0.010880077,0.011182326
-0.372860906,0.000733496,0.004346645
-2.490546529,-0.002688829,0.000809935
4.459818311,0.006705372,-0.006566604
1.771945573,-0.005077779,-0.017378418
-3.256578197,0.00097292,0.00874795
0.91940633,0.006243412,-0.000270746
1.670136675,-0.004432624,0.000945435
13.93803083,0.001055709,-0.05148248
-0.575287865,0.000324913,-0.003824363
1.542752251,0.002519301,0.008951407
4.385307346,-0.00413726,-0.034883721
-3.472741701,-0.003375319,0.00073497
-2.230648289,0.005921053,0.017009318
3.574216572,-0.004776021,0.006666667
1.272450786,0.002056259,0.015420089
7.047997061,0.001887257,-0.004107379
0.7138403,-0.001718494,0.010619469
-1.438985296,-0.000819672,0.007706849
1.688084046,-0.016004596,0.003315076
7.678419521,-8.38E-05,-0.012791032
-7.786392708,-0.013732834,0.016229532
4.464604808,0.000845309,-0.018415418
-3.794959119,0.002964343,-0.011252375
4.852866124,0.003528226,0.016209844
0.759520753,0.002255074,-0.007247427
-1.816175783,0.000249377,0.005243991
-1.88762504,-0.007316262,0.003918723
1.944114962,0.018210809,-0.031118831
5.430366757,0.001235076,0.000299446
-0.369333333,-0.001901298,0.013335331
1.544163064,0.004060998,-0.008557096
-2.078063745,-0.006267524,-0.00563631
-3.064065699,0.000331592,-0.024166917
-1.894714362,-0.006545153,0.007852194
1.438221835,0.003424658,0.006720635
-3.306122449,0.001496881,0.007889546
-6.689579559,-0.004313205,0.01095767
0.713780969,-0.000749563,0.026937046
2.410140358,0.0014995,-0.003525782
-0.188600771,0.006148733,0.012076583
-2.32438416,-0.003464203,0.004375091
-1.559914914,-0.004558263,-0.005802989
-3.463865546,0.005000833,0.01415232
2.500242573,-0.002901194,0.007746378
-0.05486762,0,-0.003711105
3.564588042,0.002068167,0.000143041
-1.70904788,-0.008910156,0.003003862
-4.885958919,0.000332226,-0.000286164
-5.956661051,0.001662372,-0.010226127
0.973880125,-0.005309,-0.012674825
-1.609581224,-0.010296334,-0.001915144
-1.649861405,0.007920458,-0.004128576
0.068039269,-0.003678622,0.025470161
-3.270068497,0.011989603,0.006867935
5.103394844,-0.003396852,-0.023490888
-1.23219398,0.000166472,0.002907399
1.39445982,0.001578466,-0.000290149
0.480961281,-0.013821815,0.015261628
1.582500223,-0.00058715,0.020226653
1.01416691,0.000586904,-0.008264463
-2.945972783,0.024793388,0.008262108
1.843194871,-0.004642828,0.013213382
0.422204273,0.003272251,0.000415225
0.421607068,0.000406339,-0.007213206
-1.139501864,-0.000488599,0.001527566
-1.469203413,0.00375357,0.014824051
-9.700563154,8.14E-05,0.027425297
1.581670362,-0.004794799,-0.002519226
-4.976717113,0.009550241,0.017172524
-3.632771822,-0.002188361,-0.024284589
5.453869355,-0.00339641,-0.004419446
-3.762349989,0.000890905,-0.001478495
1.62962127,-0.007117438,0.010106455
-0.507365985,-0.005357578,-0.019957139
4.165076055,-0.007920307,-0.023527793
0.444319284,0.018083183,0.004930272
0.319139466,-0.00161904,-0.000974252
-0.65604942,-0.001782098,0.002788622
-10.01371007,-0.005756446,-0.033531938
1.721160717,-0.000162747,-0.01970584
-0.211545403,-0.002117781,0.006406523
1.858112236,-0.012823654,-0.003457715
-2.89859245,-0.000249667,-0.044859813
1.118384936,0.002424141,0.009823183
-4.576403526,0.006069172,0.014617239
5.92906182,0.0026407,0.009559373
3.100233627,0.007081686,-0.007549963
-0.536216101,0.002208408,-0.0074985
4.00058483,-0.002776417,-0.015229192
-1.533266115,0,-0.018341554
1.166792863,-0.003746539,-0.005669291
-0.855360161,-0.001381664,0.001746309
1.234148135,-0.007000407,-0.007814992
2.226848357,0.007289704,-0.001133787
-0.612721145,0.002689267,-0.015736535
-0.744625378,-0.00317099,-0.009218107
-5.4912514,0.009610686,-0.012685338
1.288886136,0.008331311,-0.054177989
-1.999037326,-0.001606942,0.017731138
-0.589148031,0.000482703,0.007854338
0.602133374,0.007642185,-0.002120891
1.633524772,-0.004937878,0.000705219
5.810375896,-0.002080333,-0.069001568
8.836543796,0.001361852,0.023225323
0.88090917,-0.002638522,-0.011346999
1.142391911,-0.003851709,-0.077570435
-1.758367408,0.007241712,0.019952588
0.835574115,0.003120749,0.000388048
-0.060276379,0.002313522,-0.034555577
4.411625498,0.016760225,0.022659511
8.749295811,-0.004273843,-0.006631558
-2.638962326,0.008804632,0.009532888
-3.126731518,-0.000392619,0.002258611
3.391035354,0.008660735,0.005704507
0.44537691,0.003912363,-0.027205743
-0.170698258,-0.001325019,0.016421947
-0.451468093,-0.000700389,-0.019796271
-5.39038598,0.004889406,0.014934172
-1.694617273,-0.008252989,-0.015399423
-0.978542331,0.002253302,0.026953125
-1.420862616,-0.003101016,-0.030853682
-5.429240975,0.004587513,-0.026731707
0.204712233,-0.005638372,-0.059397884
-1.27231752,0.001475614,0.027650773
-3.099351118,-0.002553389,-0.031863262
-6.4819816,-0.003095017,-0.01427027
3.923434772,0.003256824,-0.064246425
-5.908000104,-0.001236572,0.00372093
1.369847417,0.001483564,0.078646441
1.378534524,0.003361739,-0.04229283
-0.986120446,-0.000464828,-0.002420775
-0.962989637,-0.00186292,0.004201681
1.277940815,0.014152411,0.002621805
0.741867469,0.000611387,0.016157205
4.250949968,0.005120367,0.017942067
-2.904375106,-0.001138952,0.022601279
1.402169081,-0.000150898,0.004554865
-3.437884502,-0.002941176,0.021547301
3.663413854,-0.002495085,0.051405622
-1.837814314,0.0018226,0.007857417
2.553056391,-0.003789601,-0.013198164
2.400613027,0.002517354,-0.023583994
0.697773883,0.003195617,0.026191414
-0.499581207,-0.004872849,0.005961538
3.114029851,0.001829826,-0.004397706
2.444529379,-0.000609942,0.030059353
-0.646884273,0.003283445,-0.00592922
-0.687737178,-0.002188679,0.010808796
0.377531912,0.011736383,-0.021589429
2.692830481,0.002976412,-0.006232295
1.394695879,-0.010359991,0.012964728
-0.533826349,0.005279831,0.009779951
1.322593969,-0.001801937,-0.02931292
-8.955639655,-0.001052711,0.022831926
-2.706475922,-0.007531822,0.018595041
-1.861331566,-0.004236968,-0.009027266
-3.291199805,-0.012390726,0.023143862
1.063045468,-0.005330655,-0.01373825
0.955494493,-0.002407206,-0.021873861
-0.270596119,-0.000931099,0.005211241
0.724932465,-0.000932184,-0.024100853
2.346883075,0.009792492,0.002471953
-0.16586023,-0.005469111,-0.004747436
0.591820129,0.001235808,0.012006861
-0.152878913,0.005761254,0.010309278
-3.867490862,0,0.008339511
1.404454374,0.005634455,0.020374449
0.875893056,-0.000384025,0.002848496
1.564455569,0.002147733,-0.001065152
4.11306223,-0.000153763,0.005557548
-0.532030578,-0.003791901,0.01751877
-0.223856732,0.002508743,-0.004891684
-1.870039557,0.007047056,0.007389163
-2.034211462,-0.00519461,-0.029560959
0.310467936,-0.003631686,0.000721241
3.421389521,-0.014980989,0.01769437
-0.815353888,0.002702703,0.003859649
-0.575771187,-0.002312673,-0.024816498
0.43818566,0.002476397,0.013612753
-0.22575782,-0.001233711,0.001948627
-1.27397882,-7.73E-05,-0.001066098
-0.241963042,-0.000694177,0.008185053
1.286941187,0.003791983,-0.006379585
0.666900294,0.005147511,0.012841091
-0.623601305,0.004357132,0.001937984
0.285305407,-0.01455349,0.020493957
0.872981561,-0.000463034,0.00445587
-0.245766154,-0.002086553,0.000170911
-0.38562825,-0.010536102,0.01094953
-5.694088121,-0.002110199,0.000338926
0.724485863,-0.000156715,0.013724161
0.554620514,-0.000312989,-0.000166694
0.101375037,-0.002975724,-0.013863371
6.51739771,0.003923415,-0.002712784
0.100259163,0.001408561,0.013870095
-0.323388676,0.007583457,-0.010328169
-1.781418932,-0.005818464,-0.001683502
-1.360938879,0.000858235,0.010246934
0.911641813,-0.000778089,0.022410359
0.066659378,-0.005084083,0.012457531
-0.135354136,0.007628185,-0.002873563
-0.420743937,0.001560306,-0.0064
0.182955393,0.002495321,0.014474107
-0.5896318,-0.003266957,0.016895626
0.160842385,0.002574304,-0.006521739
-0.505151691,0.001867704,0.006072874
-0.240869405,0.010478926,-0.013957816
-2.240856219,-0.00345941,0.002825302
-0.214831744,-0.000154083,-0.005646173
0.66224224,-0.008861832,0.007550731
0.635526696,-0.008934121,-0.008706468
0.374102964,-0.000234815,0.003921569
-0.710577043,-0.003521954,0.0265625
1.531778334,-0.000156937,0.008365019
-0.259950508,0.009777083,-0.004231525
0.774773187,0,-0.009117155
0.854396855,-0.006199148,-0.028097651
-1.499135056,0.001557269,0.008737093
-0.923633917,0.006018446,0.005190311
0.203427108,0.013841633,0.003154574
0.227655567,0.011733333,-0.028297438
0.03658512,-0.000679604,0.006336312
0.092689036,0.002556007,0.013348527
-8.307348838,0.00493975,-0.012385395
-2.768201176,0.004777189,0.011067708
-1.756964022,-0.008872651,-0.005159626
-0.394296505,-0.000450518,0.000324465
0.559631577,0.004659552,-0.009894566
-13.28007715,0.004410226,0.015116661
-7.215777262,-0.001485332,0.010591494
2.218464838,-0.001932367,0.012073406
-6.244904614,0.0050599,-0.005703422
1.137294379,-0.001184834,0.002701414
-10.94271939,0.023744962,-0.003638089
3.866608367,0.006397355,-0.024305004
-5.539427054,0.010185911,-0.05545588
0.278435482,-0.003301953,0.007215255
10.04275434,0.003126777,-0.002884289
0.792574483,-0.000495505,0.006636039
-5.922173698,-0.00254723,0.003393281
3.680773618,-0.000721189,-0.004401557
-0.715107206,0.015726446,-0.042794317
-6.646717381,-0.000492403,-0.052426497
1.721599275,-0.013180152,-0.003182329
-4.584685319,-0.000713776,0.011155228
-6.891180435,0.001859933,-0.022323118
-2.998218739,0.008928571,0.018002323
0.216243533,-0.010132996,0.016760829
3.928345293,0.004266818,-0.018067847
-3.258005518,-0.002962545,-0.002994572
-1.561439833,-0.003671279,-0.035822021
1.946301376,0.011889506,0.02369297
-4.187582333,-0.000280014,0.006324262
-2.358830548,-0.014914037,-0.010857143
-0.417649813,-0.001120056,0.037536092
0.528067603,-0.003015428,-0.006100943
8.666489121,0.003843466,0.046747967
4.102273278,-0.00819843,0.002968914
0.252395292,0.006606691,0.003118503
10.64505288,0.000977722,0.001558711
-5.261781009,0.001597777,0.00917743
2.829503288,-0.004086722,0.002699511
-0.486210119,0.004769921,-0.01266464
1.992513442,0,-0.00303695
-6.591340387,0.016800889,-0.048867095
0.859150568,0.002093039,0.015046911
-5.554379073,0.022938582,-0.010625327
7.605895922,-0.001719463,0.002265598
-3.742641313,-0.004881588,-0.001904102
2.845773674,0.005300822,0.004690757
-2.635204779,-0.005386586,0.034760274
2.59130073,0.00978189,-0.00397088
1.636002055,0.003013232,-0.004134965
-2.35355418,-0.00671491,-0.011120332
0.658579316,-0.007485227,-0.027674654
-0.504737355,0.006240457,-0.01286509
5.740469675,-0.001778188,-0.022968198
-0.305194577,0.001471473,-0.001615219
-0.543910118,0.019088017,0
0.283153623,-0.00530607,0.010681859
-9.585835817,0.009432121,-0.023589027
0.430298839,-0.001739915,0.002146691
-0.504816303,-0.008067639,0.004827463
-2.993499065,-0.005010085,0.011921708
4.271098126,0.010849792,0.017171894
-2.01374487,0.002827763,0.004113816
1.091453564,-0.022992186,-0.06741573
0.678482338,-0.007315626,0.020535387
-0.51061074,-0.00349512,-0.012459372
1.959180721,-0.005175846,-0.024021838
-3.450044329,0.006225316,-0.043616623
-0.349225544,0.00166124,0.004012994
1.248979268,0.002690161,0.030635401
-0.492660507,0.002066667,0.01122975
0.468622026,0.004580153,0.04330349
-0.105909943,0.004040538,-0.026612619
-0.040373568,0.002796272,-0.007832423
-0.414514166,0.002860945,0.002374863
-3.26474275,0.006572461,0.022743814
-0.668608037,0.011220381,0.004278075
1.411713646,-0.017859462,-0.006601249
-0.676789588,0.002845986,-0.010547015
0.81447832,-0.003571901,-0.02131888
1.229565016,-0.019178265,0.007323944
-1.311335993,0.00744249,0.021763393
0.147768579,0.016524448,0.001256507
0.241682596,0.005446334,0.014853257
-1.906918196,0.000398512,-0.027017482
-0.252421485,0.004808977,-0.003636364
7.669491525,0.005237008,-0.002736727
0.13414311,-0.001715719,-0.019272727
0.405982789,-0.00655282,0.043397626
-1.323459474,-0.006407262,0.006255585
0.0112915,0.003753351,0.005872931
-0.608837646,-0.009481205,0.018485915
-0.492747358,0.006196121,-0.010856454
0.331423702,0.002743943,-0.036966661
0.441916563,0.000605123,-0.015018773
1.392229392,-0.00501471,-0.00543971
6.297817113,0,0.023096942
0.267874325,0.003084971,-0.042285345
1.59673436,0.006420975,-0.011902738
-0.816930076,-0.001265486,-0.001202749
0.627077878,-0.00769537,-0.009548167
3.931347804,-0.002208835,-0.010295359
-9.092763477,0.004034427,-0.019678303
2.253469959,0.010675207,-0.003703704
-0.501770956,-0.00198544,-0.004939143
0.229962907,-0.00349512,-0.01061759
-0.113932803,-0.018457264,-0.043685886
0.229140122,0.001072746,-0.012159175
-0.058605452,-0.001772566,-0.025185185
-0.3198978,-0.005309373,-0.00038117
-2.41692319,-0.001986301,0.00994454
3.811253734,-0.001924531,0.001138736
0.110431929,-0.000136659,-0.003408445
0.305553829,0.006420765,0.000380445
-0.225628158,-0.00122524,0.016321883
2.022313759,0.002793296,0.015219005
-0.674793264,0.003815494,-0.023861566
-1.133302179,-0.001765585,-0.013081667
0.287219012,-0.007290893,0.008314437
-0.42985662,-0.001427697,0.017739196
0.287635799,-0.002521295,-0.005731189
1.202954771,0.004174365,-0.007447403
2.077228459,-0.005270002,0.014422176
-0.620072991,0.007525484,0.030755064
0.149679169,-0.000748147,0.005903399
0.694613361,0.011357417,0.010522561
0.63621972,-0.002022654,-0.014827891
-1.54339309,0.002094595,-0.004659498
0.152731201,-0.010779661,-0.008463893
0.454375622,0.000546411,-0.013114754
-0.34523129,0.001300746,0.037857802
-1.383742343,-0.002771956,0.002304556
0.332361827,0.00190541,0.011845827
2.260957209,0.008543504,-0.015892421
-0.291366924,0.000337838,0.014196983
1.862609291,0,0.002803083
0.066516578,-0.001148338,-0.009407666
-0.074020146,0.001558371,-0.001582
1.026706058,-0.001354371,0.005810882
17.19732467,0.004249865,-0.010803276
1.552543755,0.006985961,0.014232999
-0.687873916,0.006981847,-0.014340014
2.170194176,0.001055061,-0.02970123
0.777828394,0.00178112,0.035351704
2.542606509,0.003765359,0.027719298
1.288714129,0.004667982,-0.009260847
-1.687162825,0.012482844,0.001553867
3.072815534,0.0039035,0.008459945
-5.47282709,0.004402195,-0.002745838
0.610678503,0.002248346,0.001897533
-0.035268476,-0.002182705,-0.050920351
1.661234881,0.004061372,0.008833604
-2.072192513,-0.007933461,0.002501787
2.960626474,-0.002582978,0.035442141
0.562457961,0.004654771,0.001199452
1.077000852,-0.003918797,0.015089163
0.004564091,0.003024258,-0.001522585
0.628484715,-0.004986575,0.005431093
-0.694702914,-0.000192678,-0.00507958
1.89694165,0.004409791,0.005095109
2.541841356,0.009509735,0.011960916
-1.382466659,-0.001513145,0.005678971
-3.602954755,-0.007119904,0.011788145
1.793516676,0.002544529,0.006275805
-0.363311383,0.00429727,0.005915215
0.223389209,0.00603788,-0.010963836
-1.349765811,-0.009638253,0.001820891
1.578231968,-0.016440089,0.007916873
1.151084003,0.004305636,-0.004231082
2.037264081,0.006410256,0.007843137
5.057135734,0.002364368,-0.000161996
1.019474511,0.002348014,-0.000486145
-0.929872741,-0.003373862,-0.010051881
-0.439792281,0.000254582,-0.003088427
1.676892896,0.005733214,-0.006818182
2.410910074,0.004378728,0.030565544
3.716930642,0.008191556,-0.006906294
2.630939057,0.004361914,-0.003338102
10.99674361,0.003405573,-0.051400382
-1.539376844,0.015624035,-0.007167861
11.80312389,0.00143352,-0.009562154
1.949043181,0.001821494,-0.016260163
2.826968532,0.001401755,0.003446493
-3.702864949,-0.009348613,-0.006701031
-6.524736709,-0.046454917,0.007228916
-1.330064933,0.005303365,-0.000853388
12.27946404,0.029852618,-0.001516173
-2.574761228,0.001768185,-0.009278003
-0.406820576,0.017835329,-0.014027379
-3.492323341,-0.000418385,-0.026089942
2.932824668,-0.009984639,-0.00926751
1.463958369,-0.007477866,-0.026934818
0.764515627,-0.004244225,-0.010428305
7.371681416,-0.026207826,0.013454614
1.669426209,-0.041700891,-0.01185844
-0.421364361,-0.049430874,-0.017894142
-0.81669223,0.037841149,-0.025699169
-4.359683109,-0.032534695,-0.017643599
3.482478741,-0.005311996,-0.00660793
-0.127761543,0.000337041,0.025045445
2.116768674,0.04262795,-0.004299394
-6.992665597,0.023046586,-0.015456858
-5.281517461,-0.018733113,-0.010973663
1.163776954,0.0110218,0.006651885
0.110824265,0,0.024219376
2.477794742,-0.012143802,-0.005800464
-1.069314972,-0.021807623,0.010483401
-3.383667204,0.001258336,-0.00171592
4.656528881,0.022029456,-0.002674818
-1.204109761,0.005663281,-0.003446295
3.078542531,0.029402738,0.022448196
1.118405835,-0.013707457,0.005233645
5.276737857,0.003335915,-0.006698921
1.824323075,0.044205208,-0.022243346
1.618019764,0.013240418,-0.028615924
4.031721211,0.004200965,-0.026956869
-2.476125226,-0.010181446,-0.031667695
1.910598692,-0.006767995,-0.037212304
2.845978283,-0.015445591,0.06979405
6.742970731,0.010750148,-0.01131601
5.606770172,-0.014883558,-0.003408607
1.650386802,0.020668193,-0.026098027
1.381264356,0.005125252,-0.104361033
6.912348201,-0.011754587,-0.052935808
10.76465493,-0.012148997,0.131379651
-13.50082987,-0.001275806,-0.047371462
9.449611165,-0.003859649,-0.047475053
-4.061639099,-0.02046716,0.03119922
-8.813060094,0.00468398,-0.14962963
-2.111368054,0.001227209,-0.06064831
2.051313424,-0.000233781,-0.243875278
10.09702185,-0.014934951,0.130941704
-6.652680067,0.023606168,-0.093004448
-1.569578141,-0.009442707,0.037300178
2.495627098,-0.004689332,0.005865103
1.33070373,0.004,0.004924087
7.262050833,0.006686217,-0.068041237
2.490562646,0.010330219,-0.076427651
-3.507508063,0.007874921,-0.040133779
-6.319896334,-0.01314367,0.012357884
3.652864176,0.006225501,0.010447761
-3.414582699,-0.000570907,0.193213949
-10.40527379,-0.017012045,0.142281338
6.531632033,0.004633384,-0.000383289
-12.86891556,-0.010364771,-0.102885345
2.521163457,0.001566034,0.032510288
9.911199459,0.001913043,-0.133942161
-1.169952129,0.010530603,-0.08902439
2.231628684,0.000285747,-0.100626118
-1.404247752,-0.009312689,-0.041023166
-2.359173383,-0.016669551,-0.013895782
-4.623090994,0.014446794,-0.0865
-1.028912961,-0.021966527,-3.122391427
1.192924596,0.010908875,-1.715
-0.588434703,0.010564,0.050304878
-3.537052117,0.001047181,0.161971831
0.660623784,-0.003893278,0.009535161
-0.355288559,0.002134287,-0.241092637
0.685030187,-0.007755501,-0.047839506
5.279686684,0.002424522,0.128089888
2.92107657,0.000172881,0.204603581
1.43373494,-0.002535292,0.038865546
2.785223898,0.013411955,0.066980638
1.038841216,0.000339789,0.156308851
8.223337807,0.009688934,-0.059952978
-2.944294167,-0.005211836,-0.02241594
4.296754223,-0.000959206,0.059528908
